Name,Latitude,Longitude,Type,subtype1,subtype2,City,Address,Link,,
United States Postal Service,44.0335018,-71.6869316,post office,y,y,North Woodstock and Lincoln NH,159 Main Street Unit A  North Woodstock,https://www.google.com/maps/place/?q=place_id:ChIJE-2hpSuCtEwRj-f0DIJtVGc,,
United States Postal Service,44.0414537,-71.6712012,post office,y,y,North Woodstock and Lincoln NH,10 Lumber Yard Drive Unit 9  Lincoln,https://www.google.com/maps/place/?q=place_id:ChIJPYRmj4-BtEwRliuGvxushxM,,
United States Postal Service,44.39022069999999,-71.1824029,post office,y,y,Â Gorham NH,165 Main Street  Gorham,https://www.google.com/maps/place/?q=place_id:ChIJe3NYegrys0wRyUBpU1PecRg,,
United States Postal Service,44.6324366,-70.7497345,post office,y,y,Andover ME,6 Church Street  Andover,https://www.google.com/maps/place/?q=place_id:ChIJhXnBbtFgsUwRj_jBd3FBJI0,,
United States Postal Service,44.9657373,-70.643152,post office,y,y,Rangeley ME,2517 Main Street  Rangeley,https://www.google.com/maps/place/?q=place_id:ChIJx_L8i188sUwR6ufRLmY81AM,,
United States Postal Service,45.1404263,-70.4378819,post office,y,y,Stratton ME,95 Main Street  Stratton,https://www.google.com/maps/place/?q=place_id:ChIJlx51gArgsEwRpPOmJa2nIZk,,
United States Postal Service,45.2861046,-69.5004538,post office,y,y,Monson ME,2 Greenville Road  Monson,https://www.google.com/maps/place/?q=place_id:ChIJ87rW1ENqsEwRS8C8MtxSlKI,,
United States Postal Service,45.655073,-68.7086848,post office,y,y,Millinocket ME,113 Penobscot Avenue  Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJo0NfDWazukwR5t9f_iBUc_o,,
ACME Markets Pharmacy,41.1947102,-74.4832518,pharmacy,y,y,Vernon NJ,530 Rt 515 #1  Vernon Township,https://www.google.com/maps/place/?q=place_id:ChIJ3efRR-k9w4kRFJ9UdHM54f0,,
Adams & Bright Drug Store,40.55490590000001,-75.9836917,pharmacy,y,y,Hamburg PA,306 State Street  Hamburg,https://www.google.com/maps/place/?q=place_id:ChIJbU0JJGXbxYkRUtS5L9AQJPk,,
Aliton's Managed Care Pharmacy,41.3739228,-74.6910609,pharmacy,y,y,Port Jervis NY,34-38 Ball Street  Port Jervis,https://www.google.com/maps/place/?q=place_id:ChIJ6wG-alJPw4kR6LFxpU5mydM,,
Aliton's Pharmacy Home Healthcare Centers,41.3743717,-74.6927143,pharmacy,y,y,Port Jervis NY,12 Sussex Street  Port Jervis,https://www.google.com/maps/place/?q=place_id:ChIJw4Me-FFPw4kRh-STTtUeDD8,,
Baxter's Pharmacy,41.29177979999999,-73.9208215,pharmacy,y,y,Peekskill NY,950 Main Street  Peekskill,https://www.google.com/maps/place/?q=place_id:ChIJqfbF1tvIwokRUwyem94PYIs,,
Beauchamp & O'Rourke,43.6122933,-72.966625,pharmacy,y,y,Rutland VT,62 Woodstock Avenue  Rutland,https://www.google.com/maps/place/?q=place_id:ChIJIaUgKF0k4IkRYvUcqj-uiCc,,
Berkshire Community Pharmacy of North Adams,42.7069546,-73.1093341,pharmacy,y,y,North Adams MA,71 Hospital Avenue  North Adams,https://www.google.com/maps/place/?q=place_id:ChIJy7Wy1TO54IkR2_hixni5q80,,
Big Y Pharmacy and Wellness Center,42.1806533,-73.3659462,pharmacy,y,y,Great Barrington MA,700 Main Street Ste 2  Great Barrington,https://www.google.com/maps/place/?q=place_id:ChIJQ-oyVKlm54kRR6tQJXpc2AU,,
Big Y Pharmacy and Wellness Center,42.29584860000001,-73.2405977,pharmacy,y,y,Lee MA,10 Pleasant Street  Lee,https://www.google.com/maps/place/?q=place_id:ChIJ0TroeA5D54kRbnnyoifU8Wo,,
Buena Vista Family Pharmacy,37.7365071,-79.3537441,pharmacy,y,y,Buena Vista VA,2263 Magnolia Avenue  Buena Vista,https://www.google.com/maps/place/?q=place_id:ChIJz7l6IGkzs4kR6VfuAGC4WrM,,
Cherokee Pharmacy - Health Mart,35.4626262,-83.3139476,pharmacy,y,y,Cherokee NC,664 Cherokee Crossing Road  Whittier,https://www.google.com/maps/place/?q=place_id:ChIJm0c56V1BWYgReb9Ql-HoP5o,,
Clinchfield Drug Co,36.14524189999999,-82.4168209,pharmacy,y,y,Erwin TN,101 South Main Avenue  Erwin,https://www.google.com/maps/place/?q=place_id:ChIJ2VUP3k5uWogRxS1xuKR-yFg,,
CVS Pharmacy,36.1545316,-82.4085266,pharmacy,y,y,Erwin TN,917 North Main Avenue  Erwin,https://www.google.com/maps/place/?q=place_id:ChIJYzf28cpvWogR4dKYFhwZCKU,,
CVS Pharmacy,36.8436536,-81.5057205,pharmacy,y,y,Marion VA,945 North Main Street  Marion,https://www.google.com/maps/place/?q=place_id:ChIJffRuEzXTUYgRZJ4wwrBsTxk,,
CVS Pharmacy,37.41617979999999,-79.9111806,pharmacy,y,y,Daleville VA,48 Marketplace Drive  Daleville,https://www.google.com/maps/place/?q=place_id:ChIJ0cJE49YaTYgRCrqwPzU2vvM,,
CVS Pharmacy,37.7424061,-79.3792964,pharmacy,y,y,Buena Vista VA,2148 East Midland Trail  Buena Vista,https://www.google.com/maps/place/?q=place_id:ChIJG03SvlIzs4kROqocQ_zgnEw,,
CVS Pharmacy,38.0726232,-78.8964276,pharmacy,y,y,Waynesboro VA,1235 West Broad Street  Waynesboro,https://www.google.com/maps/place/?q=place_id:ChIJDXKBk7pjs4kRPYIPuKv8XfU,,
CVS Pharmacy,38.91102819999999,-78.1839186,pharmacy,y,y,Front Royal VA,800 John Marshall Highway  Front Royal,https://www.google.com/maps/place/?q=place_id:ChIJ3wvpjMHFtYkR3GTTI_Om32I,,
CVS Pharmacy,40.1956929,-77.1569645,pharmacy,y,y,Carlisle PA,246 Westminster Drive  Carlisle,https://www.google.com/maps/place/?q=place_id:ChIJd5QdeK7hyIkRvLBVetm7MhE,,
CVS Pharmacy,40.1920223,-77.1944257,pharmacy,y,y,Carlisle PA,765 South West Street  Carlisle,https://www.google.com/maps/place/?q=place_id:ChIJI81HnNjhyIkROz4WRD1I-8s,,
CVS Pharmacy,40.83841929999999,-75.2959969,pharmacy,y,y,Wind Gap PA,855 South Broadway  Wind Gap,https://www.google.com/maps/place/?q=place_id:ChIJ--xiSGBnxIkRlwP6w09wRcE,,
CVS Pharmacy,41.198715,-74.485075,pharmacy,y,y,Vernon NJ,302 New Jersey 94  Vernon Township,https://www.google.com/maps/place/?q=place_id:ChIJnzmxMeg9w4kR-SPUZsJ_5Lg,,
CVS Pharmacy,41.3171454,-74.1522553,pharmacy,y,y,Harriman NY,128 Bailey Farm Road  Monroe,https://www.google.com/maps/place/?q=place_id:ChIJJa5qKhfXwokRbfkvpt_dfDQ,,
CVS Pharmacy,41.2959639,-73.8949334,pharmacy,y,y,Peekskill NY,1827 Main Street  Peekskill,https://www.google.com/maps/place/?q=place_id:ChIJq6rq1QPJwokRKHmAfGiNTAc,,
CVS Pharmacy,41.5621189,-73.5996221,pharmacy,y,y,Pawling NY,26 East Main Street  Pawling,https://www.google.com/maps/place/?q=place_id:ChIJW3fXSFNa3YkRDMvBvqJenHQ,,
CVS Pharmacy,42.1926946,-73.3645605,pharmacy,y,y,Great Barrington MA,362 Main Street SUITE 2  Great Barrington,https://www.google.com/maps/place/?q=place_id:ChIJzVgVh65m54kRE8pp91-FF10,,
CVS Pharmacy,42.70123710000001,-73.110941,pharmacy,y,y,North Adams MA,55 Veterans Memorial Drive  North Adams,https://www.google.com/maps/place/?q=place_id:ChIJUxsrRRW44IkRZLoIR18Z8qI,,
CVS Pharmacy,42.89540290000001,-73.2021648,pharmacy,y,y,Bennington VT,8 Kocher Drive  Bennington,https://www.google.com/maps/place/?q=place_id:ChIJAQDAmo2W4IkRAklq-6VkgCc,,
CVS Pharmacy,43.6104201,-72.973202,pharmacy,y,y,Rutland VT,31-33 South Main Street  Rutland,https://www.google.com/maps/place/?q=place_id:ChIJh_P_TWAk4IkRNTuO2g9Q8s4,,
CVS Pharmacy,43.6994504,-72.2905539,pharmacy,y,y,Hanover NH,79 South Main Street  Hanover,https://www.google.com/maps/place/?q=place_id:ChIJuWKcFebJtEwRZpvij3NBeH4,,
Extended Care Pharmacy LLC,42.88189,-73.196788,pharmacy,y,y,Bennington VT,207 North Street  Bennington,https://www.google.com/maps/place/?q=place_id:ChIJGUdudmOW4IkR0CpAkKkVxNU,,
Family Pharmacy Services,38.90900579999999,-78.1833366,pharmacy,y,y,Front Royal VA,240 Remount Road  Front Royal,https://www.google.com/maps/place/?q=place_id:ChIJbxuXVCrEtYkRrkChYd5w4HU,,
Food City Pharmacy,36.1484483,-82.4183501,pharmacy,y,y,Erwin TN,110 North Industrial Drive  Erwin,https://www.google.com/maps/place/?q=place_id:ChIJaQQeRvZvWogRquvL-IVog1U,,
Food City Pharmacy,36.64120949999999,-81.7984763,pharmacy,y,y,Damascus VA,736 North Beaver Dam Avenue  Damascus,https://www.google.com/maps/place/?q=place_id:ChIJHzW1VNpAUIgRla_vBsyg0fU,,
Food City Pharmacy,36.8407254,-81.5056347,pharmacy,y,y,Marion VA,910 North Main Street  Marion,https://www.google.com/maps/place/?q=place_id:ChIJqR4uyE7TUYgR_zoEdVF0t2Y,,
GIANT Pharmacy,40.1963422,-77.1799,pharmacy,y,y,Carlisle PA,255 South Spring Garden Street  Carlisle,https://www.google.com/maps/place/?q=place_id:ChIJwUeNR87hyIkR4qwaDrNLwYE,,
Giles Pharmacy,37.32730759999999,-80.7137969,pharmacy,y,y,Pearisburg VA,1615 Wenonah Avenue  Pearisburg,https://www.google.com/maps/place/?q=place_id:ChIJ3arWQmbdTYgRTaD0yisXmNw,,
Hampton Pharmacy,36.2864228,-82.1680914,pharmacy,y,y,Hampton TN,339 U.S. 321  Hampton,https://www.google.com/maps/place/?q=place_id:ChIJ3eHD3Z-BUIgRB4UWGMXWgKI,,
Hannaford Pharmacy,43.5858796,-72.9709661,pharmacy,y,y,Rutland VT,318 South Main Street  Rutland,https://www.google.com/maps/place/?q=place_id:ChIJfQGEHWck4IkRiA4TbWLn6EM,,
Hannaford Pharmacy,45.6586074,-68.6880203,pharmacy,y,y,Millinocket ME,843 Central Street  Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJqdlFZFizukwRbnn5axjRExI,,
Hiawassee Hometown Pharmacy,34.94343049999999,-83.7520832,pharmacy,y,y,Hiawassee GA,230 Chatuge Way  Hiawassee,https://www.google.com/maps/place/?q=place_id:ChIJyXTiWfgvX4gRiXc0_oYawRU,,
Ingles Markets,35.17855370000001,-83.3867012,pharmacy,y,y,Franklin TN,152 West Palmer Street  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJtV8rCOIkWYgRkVNH_7gjFDo,,
Ingles Markets,36.8459185,-81.5016755,pharmacy,y,y,Marion VA,1185 North Main Street  Marion,https://www.google.com/maps/place/?q=place_id:ChIJh0fnP8fSUYgRbc0aZOizGzI,,
Ingles Pharmacy,34.950591,-83.756322,pharmacy,y,y,Hiawassee GA,94 North Main Street  Hiawassee,https://www.google.com/maps/place/?q=place_id:ChIJWzFs-VsvX4gR9HLAcCxOxl8,,
Ingles Pharmacy,35.1575843,-83.3927257,pharmacy,y,y,Franklin TN,1257 Georgia Road  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJ21Uj5aQlWYgRsaRpVBGB3UE,,
Kent Apothecary,41.7267582,-73.475208,pharmacy,y,y,Kent CT,38 North Main Street  Kent,https://www.google.com/maps/place/?q=place_id:ChIJ7Zq7-eVh3YkRpUbC6KNQWoI,,
Kroger Pharmacy,37.3968618,-79.9111712,pharmacy,y,y,Daleville VA,72 Kingston Dr  Daleville,https://www.google.com/maps/place/?q=place_id:ChIJ-W57wrcaTYgRudxk_SJ19yM,,
Kroger Pharmacy,38.0655358,-78.8883892,pharmacy,y,y,Waynesboro VA,245 Arch Ave  Waynesboro,https://www.google.com/maps/place/?q=place_id:ChIJRTxYeaFjs4kRr0SKgZ7p9I8,,
Laurel Family Drug,36.63422060000001,-81.7884847,pharmacy,y,y,Damascus VA,204 South Shady Avenue  Damascus,https://www.google.com/maps/place/?q=place_id:ChIJXQOBudBAUIgRH7kSoerDxZc,,
Life Science Pharmacy Inc,41.311026,-74.155315,pharmacy,y,y,Harriman NY,144 New York 17M #4  Harriman,https://www.google.com/maps/place/?q=place_id:ChIJteD-LRPXwokRXx9RHsmWtgc,,
Market 32 Pharmacy,41.3623026,-74.7095758,pharmacy,y,y,Port Jervis NY,1025 Pennsylvania Avenue  Matamoras,https://www.google.com/maps/place/?q=place_id:ChIJBwc6V_NFw4kRZdeiTskNeq0,,
Market 32 Pharmacy,43.60384699999999,-72.9784273,pharmacy,y,y,Rutland VT,38 rutland shopping Plaza  Rutland,https://www.google.com/maps/place/?q=place_id:ChIJ-zL2R1sk4IkRSXj_uizyhQ4,,
Martin's Pharmacy,38.9105897,-78.1886827,pharmacy,y,y,Front Royal VA,409 South Street  Front Royal,https://www.google.com/maps/place/?q=place_id:ChIJV6tResPFtYkRzTJdMUoa-X0,,
Palmerton Pharmacy,40.8017825,-75.6091295,pharmacy,y,y,Palmerton PA,330 Delaware Avenue  Palmerton,https://www.google.com/maps/place/?q=place_id:ChIJrz-vQJpPxIkReMQ_h2sHDLI,,
Pharmacy Northshire,43.172493,-73.06398,pharmacy,y,y,Manchester Center VT,34 Ways Lane  MANCHESTR CTR,https://www.google.com/maps/place/?q=place_id:ChIJlX0sB0pe4IkRr_4xEGa_mqQ,,
Pine Grove Pharmacy,40.5524,-76.384868,pharmacy,y,y,Pine Grove PA,10 East Pottsville Street  Pine Grove,https://www.google.com/maps/place/?q=place_id:ChIJvQmRMbX-xYkRxaC3UtiuydQ,,
Port Jervis Pharmacy,41.3723268,-74.6916526,pharmacy,y,y,Port Jervis NY,15 Jersey Avenue  Port Jervis,https://www.google.com/maps/place/?q=place_id:ChIJ0TK0ylNPw4kRhuc-asSbec0,,
Rite Aid Pharmacy,34.9455225,-83.7540655,pharmacy,y,y,Hiawassee GA,131 South Main Street  Hiawassee,https://www.google.com/maps/place/?q=place_id:ChIJxYIODV0vX4gRv9ZknWJJ1gA,,
Rite Aid Pharmacy,40.19131859999999,-77.1613734,pharmacy,y,y,Carlisle PA,320 York Road  Carlisle,https://www.google.com/maps/place/?q=place_id:ChIJEYZNn7rhyIkR0yMnA08Ipfo,,
Rite Aid Pharmacy,40.3901468,-77.0439573,pharmacy,y,y,Duncannon PA,5 Friendly Drive  Duncannon,https://www.google.com/maps/place/?q=place_id:ChIJlctKA-LRyIkR-VRkbj-h8eM,,
Rite Aid Pharmacy,40.5424816,-75.9774136,pharmacy,y,y,Hamburg PA,807 South Fourth Street  Hamburg,https://www.google.com/maps/place/?q=place_id:ChIJ-0gFkJ3bxYkRXVHLLkQ_Esw,,
Rite Aid Pharmacy,40.8055038,-75.601625,pharmacy,y,y,Palmerton PA,601 Delaware Avenue  Palmerton,https://www.google.com/maps/place/?q=place_id:ChIJEzo4lI1OxIkRRoksi9WrFmM,,
Rite Aid Pharmacy,44.0390293,-71.6736215,pharmacy,y,y,North Woodstock and Lincoln NH,50 Main Street  Lincoln,https://www.google.com/maps/place/?q=place_id:ChIJcU5U_oWBtEwRWQq0D5PGzHs,,
Robert G. Harris  R,40.5524002,-76.3848676,pharmacy,y,y,Pine Grove PA,8 East Pottsville Street #10  Pine Grove,https://www.google.com/maps/place/?q=place_id:ChIJy0AeNrX-xYkRi1QbPxzAizo,,
Roller Pharmacy,36.145696,-82.4165509,pharmacy,y,y,Erwin TN,109 North Main Avenue  Erwin,https://www.google.com/maps/place/?q=place_id:ChIJ6ZUH0E5uWogRTx4M4BY9pQc,,
RRMC Pharmacy,43.5983802,-72.9551016,pharmacy,y,y,Rutland VT,160 Allen Street  Rutland,https://www.google.com/maps/place/?q=place_id:ChIJ____oPkk4IkRvGUGlj1YbW0,,
Rutland Pharmacy,43.5977914,-72.9629503,pharmacy,y,y,Rutland VT,75 Allen Street  Rutland,https://www.google.com/maps/place/?q=place_id:ChIJ7_iMAPMk4IkRdLssgKBDjIc,,
Rx Drive-Thru,35.1573925,-83.3926509,pharmacy,y,y,Franklin TN,United States,https://www.google.com/maps/place/?q=place_id:ChIJbQVzHKUlWYgRuz7seiZIaCM,,
Smart Pharmacy,35.1735225,-83.3859458,pharmacy,y,y,Franklin TN,60 Georgia Road  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJTSmJaRslWYgRvc-iXqZZRZk,,
The Pharmacy  Inc.,42.8818299,-73.1968392,pharmacy,y,y,Bennington VT,205 North Street  Bennington,https://www.google.com/maps/place/?q=place_id:ChIJgeg8dmOW4IkRhn64JbXUa6o,,
Tipton Compounding Pharmacy,35.1829778,-83.3784465,pharmacy,y,y,Franklin TN,175 East Main Street suite a  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJWxr1ieEkWYgRVhumqZVbYCg,,
Tri-Valley Pharmacy,40.5503806,-76.3849042,pharmacy,y,y,Pine Grove PA,101 South Tulpehocken Street  Pine Grove,https://www.google.com/maps/place/?q=place_id:ChIJW_RbBrX-xYkRBmxqe_2lqTE,,
U-Save-It Pharmacy,35.16411699999999,-83.392083,pharmacy,y,y,Franklin TN,20 Franklin Plaza Dr  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJIdvmqqclWYgRBMpHED1kOqU,,
Walgreens Pharmacy,34.9455061,-83.7540777,pharmacy,y,y,Hiawassee GA,131 South Main Street  Hiawassee,https://www.google.com/maps/place/?q=place_id:ChIJeanO6iwvX4gRYgaWvISnoP8,,
Walgreens Pharmacy,35.1634855,-83.3907852,pharmacy,y,y,Franklin TN,19 Sawmill Village Lane  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJVVUVMaYlWYgR-J0-a28557k,,
Walgreens Pharmacy,35.711415,-83.5190079,pharmacy,y,y,Gatlinburg TN,811 Parkway  Gatlinburg,https://www.google.com/maps/place/?q=place_id:ChIJVyFx58RVWYgRkryixBFjxvY,,
Walgreens Pharmacy,36.14803779999999,-82.4137431,pharmacy,y,y,Erwin TN,401 North Main Avenue  Erwin,https://www.google.com/maps/place/?q=place_id:ChIJlTn7z0tuWogRmxDFyDSlUpk,,
Walgreens Pharmacy,36.8432956,-81.5018157,pharmacy,y,y,Marion VA,1102 North Main Street  Marion,https://www.google.com/maps/place/?q=place_id:ChIJF4AkfsfSUYgR634i3vdQ-V8,,
Walgreens Pharmacy,37.3267918,-80.7359064,pharmacy,y,y,Pearisburg VA,121 North Main Street  Pearisburg,https://www.google.com/maps/place/?q=place_id:ChIJOSEvGaHfTYgRNWuNMFFUglg,,
Walgreens Pharmacy,39.6419287,-77.5895371,pharmacy,y,y,Smithsburg MD,22411 Jefferson Boulevard  Smithsburg,https://www.google.com/maps/place/?q=place_id:ChIJFycqdNGVyYkRf_nHfAvqAyI,,
Walgreens Pharmacy,41.375806,-74.694171,pharmacy,y,y,Port Jervis NY,76 Pike Street  Port Jervis,https://www.google.com/maps/place/?q=place_id:ChIJVVWVF05Pw4kRLTGGj3mhgLY,,
Walgreens Pharmacy,41.2916017,-73.9144247,pharmacy,y,y,Peekskill NY,1201 Main Street  Peekskill,https://www.google.com/maps/place/?q=place_id:ChIJ4dRJet7IwokROy_L48-2iqM,,
Walgreens Pharmacy,42.3033171,-73.2469564,pharmacy,y,y,Lee MA,25 Park Street  Lee,https://www.google.com/maps/place/?q=place_id:ChIJAQDAoGxD54kRpZn-1str5ec,,
Walgreens Pharmacy,42.7025769,-73.183545,pharmacy,y,y,Williamstown MA,212 Main Street  Williamstown,https://www.google.com/maps/place/?q=place_id:ChIJedsN8ba74IkRTc7l-rmoJUI,,
Walgreens Pharmacy,42.8814044,-73.1982013,pharmacy,y,y,Bennington VT,194 North Street  Bennington,https://www.google.com/maps/place/?q=place_id:ChIJN0fPQjOX4IkRYJcPUsEf8-E,,
Walgreens Pharmacy,43.17798329999999,-73.0550087,pharmacy,y,y,Manchester Center VT,4993 Main Street Suite A  Manchester Center,https://www.google.com/maps/place/?q=place_id:ChIJQ3toZyxf4IkRHRYj0IRzBc8,,
Walgreens Pharmacy,43.61042509999999,-72.971233,pharmacy,y,y,Rutland VT,10 Woodstock Avenue  Rutland,https://www.google.com/maps/place/?q=place_id:ChIJP1YdE2ck4IkROM_f6IsQhRA,,
Walmart Pharmacy,35.1663203,-83.3647475,pharmacy,y,y,Franklin TN,273 Commons Dr  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJP3-sZ5QkWYgRS3u_gx-mB0w,,
Walmart Pharmacy,36.846392,-81.5008322,pharmacy,y,y,Marion VA,1193 N Main St  Marion,https://www.google.com/maps/place/?q=place_id:ChIJRQjZFMfSUYgR1M520ubEdSk,,
Walmart Pharmacy,37.3290165,-80.7086242,pharmacy,y,y,Pearisburg VA,160 Kinter Way  Pearisburg,https://www.google.com/maps/place/?q=place_id:ChIJqx5lxJbeTYgRLTQQL8M1BJc,,
Walmart Pharmacy,38.0720172,-78.8952278,pharmacy,y,y,Waynesboro VA,1211 W Broad St Ste A  Waynesboro,https://www.google.com/maps/place/?q=place_id:ChIJd2gxtbpjs4kRHmFCdnr1Qio,,
Walmart Pharmacy,40.1891925,-77.1943451,pharmacy,y,y,Carlisle PA,60 Noble Blvd  Carlisle,https://www.google.com/maps/place/?q=place_id:ChIJd4K3JtnhyIkRgl6tOSyqfXg,,
Walmart Pharmacy,40.5640614,-76.0121716,pharmacy,y,y,Hamburg PA,1800 Tilden Ridge Dr  Hamburg,https://www.google.com/maps/place/?q=place_id:ChIJ786D7pDcxYkRfnZYhiyghlQ,,
Walmart Pharmacy,41.3167559,-74.148402,pharmacy,y,y,Harriman NY,288 Larkin Dr  Monroe,https://www.google.com/maps/place/?q=place_id:ChIJ1Yh5NhbXwokRf8cnjtm84dg,,
Walmart Pharmacy,42.8983402,-73.210368,pharmacy,y,y,Bennington VT,210 Northside Dr  Bennington,https://www.google.com/maps/place/?q=place_id:ChIJlbz47u2W4IkR-hNNwFLeU6E,,
Walmart Pharmacy,43.6053053,-72.980631,pharmacy,y,y,Rutland VT,90 Shopping Plaza Rd  Rutland,https://www.google.com/maps/place/?q=place_id:ChIJ7_H-sGIk4IkRq_Kv4crc4bc,,
Walmart Pharmacy,35.1663203,-83.3647475,pharmacy,y,y,Franklin TN,273 Commons Drive  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJP3-sZ5QkWYgRS3u_gx-mB0w,,
Walmart Pharmacy,36.846392,-81.5008322,pharmacy,y,y,Marion VA,1193 North Main Street  Marion,https://www.google.com/maps/place/?q=place_id:ChIJRQjZFMfSUYgR1M520ubEdSk,,
Walmart Pharmacy,38.07201719999999,-78.8952278,pharmacy,y,y,Waynesboro VA,1211 West Broad Street Ste A  Waynesboro,https://www.google.com/maps/place/?q=place_id:ChIJd2gxtbpjs4kRHmFCdnr1Qio,,
Weis Markets Pharmacy,40.2014157,-77.181839,pharmacy,y,y,Carlisle PA,351 East High Street  Carlisle,https://www.google.com/maps/place/?q=place_id:ChIJ2USxeyoeyYkR74MJL6SBlUA,,
Weis Pharmacy,40.5554322,-75.9800484,pharmacy,y,y,Hamburg PA,552 State Street  Hamburg,https://www.google.com/maps/place/?q=place_id:ChIJVR22dm_bxYkRjpEdvhVdGUI,,
Williamstown Apothecary,42.7100993,-73.2043382,pharmacy,y,y,Williamstown MA,72 Spring Street  Williamstown,https://www.google.com/maps/place/?q=place_id:ChIJtxr6zzu74IkR3FqpCyFc4SE,,
Wind Gap Community Pharmacy,40.83992769999999,-75.297145,pharmacy,y,y,Wind Gap PA,31 West 1st Street  Wind Gap,https://www.google.com/maps/place/?q=place_id:ChIJXwqrK1RnxIkRLs4vhzDD3F0,,
The Caratunk House Hiker Hostel,45.2364324,-69.9946566,hostel,y,y,Caratunk ME,218 Main St Caratunk ME 04925,https://www.google.com/maps/place/?q=place_id:ChIJN9Ww5P73sEwR3Zv2Oz8X538,,
Four Pines Hostel,37.36633609999999,-80.1534,hostel,y,y,Catawaba VA,6164 Newport Road #624  Catawba,https://www.google.com/maps/place/?q=place_id:ChIJLdGc8kmmTYgRU7ZGXzG1aLU,,
The Broken Fiddle Hostel,36.634139,-81.7834558,hostel,y,y,Damascus VA,104 Damascus Drive  Damascus,https://www.google.com/maps/place/?q=place_id:ChIJ60uE6NNAUIgRN3tJVksjcZ8,,
The Place Church Hostel,36.633786,-81.7874026,hostel,y,y,Damascus VA,203 East Creepers Way  Damascus,https://www.google.com/maps/place/?q=place_id:ChIJc8T-0NBAUIgRlLtZ6fCeHMA,,
Woodchuck Hostel,36.6359876,-81.7935983,hostel,y,y,Damascus VA,533 Docie Street  Damascus,https://www.google.com/maps/place/?q=place_id:ChIJq84GottAUIgRuBTYaZIs8So,,
The Grove Hostel,35.1781402,-83.3779582,hostel,y,y,Franklin TN,130 Hayes Circle  Franklin,https://www.google.com/maps/place/?q=place_id:ChIJiZDcdaUlWYgRM8JAya3CnqM,,
Stanimal's 328 Hostel & Shuttle Service,37.62931999999999,-79.4560448,hostel,y,y,Glasgow VA,1131 Rockbridge Road  Glasgow,https://www.google.com/maps/place/?q=place_id:ChIJ9Tdnj9bTTIgREE0hNu5cx6g,,
Braemar Castle Hostel,36.283664,-82.158482,hostel,y,y,Hampton TN,130 Dennis Cove Road  Hampton,https://www.google.com/maps/place/?q=place_id:ChIJJXPmuW2BUIgRGuDgXjSLYbg,,
Boots Off Hostel & Campground,36.2995818,-82.1303705,hostel,y,y,Hampton TN,142 Shook Branch Road  Hampton,https://www.google.com/maps/place/?q=place_id:ChIJ7SqiIC2BUIgRivoYVHy3zks,,
Cross Trails Hostel,39.3264421,-77.7004306,hostel,y,y,Harpers Ferry WV,19123 Sandy Hook Road  Knoxville,https://www.google.com/maps/place/?q=place_id:ChIJMw4MS34dtokRzV4VQefOmBE,,
Open Arms at the Edge of Town Hostel & Inn,38.6693913,-78.4329785,hostel,y,y,Luray VA,1260 East Main Street  Luray,https://www.google.com/maps/place/?q=place_id:ChIJMfrfo9NNtIkRH9vMpr4-Wd8,,
The Merry Inn Hiker Hostel,36.8335737,-81.5178932,hostel,y,y,Marion VA,206 East Main Street  Marion,https://www.google.com/maps/place/?q=place_id:ChIJd6mP5xEtUIgRrG0vQ_LKE14,,
Appalachian Trail Hostel & Outfitters,45.6533711,-68.7086462,hostel,y,y,Millinocket ME,33 Penobscot Avenue  Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJjTxAnGizukwRv5pN2MDvV8Y,,
Shaw's Hiker Hostel,45.286783,-69.5029462,hostel,y,y,Monson ME,17 Pleasant Street  Monson,https://www.google.com/maps/place/?q=place_id:ChIJB0x4ckFqsEwRDHbIFrxW8AI,,
The Appalachian Station at 19E,36.1724395,-82.0013351,hostel,y,y,The Appalachian Station at 19E,9367 U.S. 19E  Roan Mountain,https://www.google.com/maps/place/?q=place_id:ChIJ5zYaSNSPUIgRoctWWCfWmgA,,
The Refuge Hostel,36.19520679999999,-82.0155116,hostel,y,y,Mountain Harbour Hostel,240 Roby Miller Road  Roan Mountain,https://www.google.com/maps/place/?q=place_id:ChIJwaPDAfqPUIgRBJCMAFLXn5Y,,
Vango/Abby Memorial Hostel,36.21616119999999,-82.0244893,hostel,y,y,Mountain Harbour Hostel,Cherokee National Forest  255 Phil Arnett Road  Roan Mountain,https://www.google.com/maps/place/?q=place_id:ChIJ9f3seHaPUIgR0qznNQaN_4Y,,
The Hostel at Hideaway Point,35.3522828,-83.5560177,hostel,y,y,Nantahala Outdoor Center NOC,164 Hideaway Point Road  Bryson City,https://www.google.com/maps/place/?q=place_id:ChIJh4N-x_81WYgRI4lflhNrYHQ,,
