Name,Latitude,Longitude,Type,subtype1,subtype2,City,Address,Link,,
Equinox Transportation Agency LLC,43.167737,-73.0473994,taxi,taxi,,Manchester Center VT,3452 Richville Rd #2117 Manchester Center,https://www.google.com/maps/place/?q=place_id:ChIJ6VcuISlf4IkR_OMIWpz2AdY,(802) 430-9920,http://www.equinoxta.com/
Timberline Transportation LLC,43.664017,-72.790237,taxi,taxi,,Killington VT,25 Timberline Dr Ext Killington,https://www.google.com/maps/place/?q=place_id:ChIJfWqSnjsq4IkRleMlv9IpGoQ,(802) 345-6917,0
Advance Transit Inc,43.6866264,-72.3181762,taxi,,,Hanover NH,120 Billings Farm Rd Wilder,https://www.google.com/maps/place/?q=place_id:ChIJLY101iDKtEwR1Hm92c8p_vU,(802) 295-1824,http://www.advancetransit.com/
Sachem Village,43.6830215,-72.285222,bus,bus stop,,Hanover NH,Lebanon,https://www.google.com/maps/place/?q=place_id:ChIJQ2LX0v-1tEwRFIe8m9SZ-EY,0,0
Tuck Circle,43.7049808,-72.2944757,bus,bus stop,,Hanover NH,Hanover,https://www.google.com/maps/place/?q=place_id:ChIJdfZUjsHJtEwRnlAa4TEv4p8,0,0
The Notch Hostel,44.0295,-71.7055735,shuttle,,AT,North Woodstock and Lincoln NH,324 Lost River Rd North Woodstock,https://www.google.com/maps/place/?q=place_id:ChIJ0fSl-s-DtEwRGv545Ad9Ifk,(603) 348-1483,http://www.notchhostel.com/
Rangeley Delivery,44.9672176,-70.6451909,shuttle,,,Rangeley ME,17 High St Rangeley,https://www.google.com/maps/place/?q=place_id:ChIJFeBl-YQ9sUwRmk9dM2UH4ek,(207) 670-7000,https://rangeleydelivery.com/
Dads shuttle service,45.1477144,-70.4341315,shuttle,,,Stratton ME,42 Old Dead River Rd APT 10 Stratton,https://www.google.com/maps/place/?q=place_id:ChIJP5BXcJHfsEwR7Tk7C-gQkDU,(207) 670-4110,0
The Sterling Inn,45.219095,-69.987539,shuttle,,AT,Caratunk ME,1041 US-201 Caratunk,https://www.google.com/maps/place/?q=place_id:ChIJRZ-j6wr3sEwRvYNskW4QbZ4,(207) 672-3333,http://mainesterlinginn.com/
Shaw's Hiker Hostel,45.286783,-69.5029462,shuttle,,AT,Monson ME,17 Pleasant St Monson,https://www.google.com/maps/place/?q=place_id:ChIJB0x4ckFqsEwRDHbIFrxW8AI,(207) 997-3597,http://www.shawshikerhostel.com/home.html
Millinocket Municipal Airport,45.6475143,-68.6920166,airport,airport,,Millinocket ME,16 Medway Rd Exd Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJZRTDyU2zukwRindqtRU225Y,(207) 723-6649,https://millinocket.org/government/public-works/airport/
100 Mile Wilderness Inn,45.6529148,-68.7111264,shuttle,,AT,Millinocket ME,96 Oxford St Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJLRWYoi-zukwRcRWjFm0NFro,(207) 731-3537,https://www.100milewildernessinn.com/
Appalachian Trail Hostel & Outfitters,45.6533711,-68.7086462,shuttle,,AT,Millinocket ME,33 Penobscot Ave Millinocket,https://www.google.com/maps/place/?q=place_id:ChIJjTxAnGizukwRv5pN2MDvV8Y,(207) 723-4321,http://appalachiantrailhostel.com/
Damascus Outfitters,36.6349509,-81.7896594,outfitter,,,Damascus VA,128 W Laurel Ave Damascus,https://www.google.com/maps/place/?q=place_id:ChIJbcRzvpxBUIgR_FRA-GF1KcY,(276) 546-8411,https://www.damascusoutfitters.com/
Black Bear Resort,36.2609513,-82.1161193,hostel,,,Hampton TN,1511 Dennis Cove Rd Hampton,https://www.google.com/maps/place/?q=place_id:ChIJc-OmCx2EUIgRU-WTBDz9Heo,(423) 725-5988,http://www.blackbearresorttn.com/
Angels Rest Hiker's Haven,37.3328267,-80.7344115,hostel,,,Pearisburg VA,204 Douglas Ln Pearisburg,https://www.google.com/maps/place/?q=place_id:ChIJ21qyA5HeTYgRbr-8Q526pDM,(540) 599-5717,https://www.angelsresthikershaven.com/
The Notch Hostel,44.0295,-71.7055735,hostel,,,North Woodstock and Lincoln NH,324 Lost River Rd North Woodstock,https://www.google.com/maps/place/?q=place_id:ChIJ0fSl-s-DtEwRGv545Ad9Ifk,(603) 348-1483,http://www.notchhostel.com/
